"종류","문제","보기1","보기2","보기3","보기4","정답","해설"
"mcq","지구온난화로 인해 전 세계적으로 발생하고 있는 현상이 아닌 것은 무엇일까요?","해수면 하강","만년설과 빙하 감소","극한 기상 현상(폭우, 폭염) 증가","생물 다양성 감소와 생태계 변화","해수면 하강","온난화로 빙하가 녹고 바닷물의 부피가 팽창하면서 해수면은 점점 상승하여 저지대 침수 피해를 일으키고 있다."
"mcq","봄철 몽골과 중국 북부의 건조한 사막 지대에서 발생한 미세한 흙먼지가 편서풍을 타고 우리나라로 날아와 떨어지는 현상은 무엇인가요?","스모그","황사","해무","적조","황사","최근 사막화가 심화되면서 봄철뿐만 아니라 황사 발생 빈도가 잦아지고 대기오염 물질이 섞여와 건강에 악영향을 미친다."
"mcq","온실가스 중 하나인 메테인(CH4)이 대량으로 발생하는 주요 원인으로 가장 알맞은 것은 무엇일까요?","에어컨 및 냉장고의 냉매 가스 유출","가축(소, 양 등)의 트림이나 분뇨 등 농축산업 활동","자동차 배기가스 배출","플라스틱 쓰레기 소각","가축(소, 양 등)의 트림이나 분뇨 등 농축산업 활동","반추동물인 소가 되새김질을 할 때 배출하는 트림과 방귀에는 다량의 메테인이 포함되어 있다."
"mcq","갯벌, 염생식물, 해조류 등 해양 생태계가 광합성을 통해 대기 중의 이산화탄소를 흡수하여 갯벌 진흙 등에 저장하는 탄소를 무엇이라 부르나요?","그린 카본","블랙 카본","브라운 카본","블루 카본","블루 카본","육상 산림이 흡수하는 그린 카본과 대비되는 개념으로, 갯벌이 발달한 우리나라에서 기후변화 대응의 중요한 자원이다."
"mcq","자동차 배기가스, 냉난방 기기 사용, 아스팔트 열기 등으로 인해 도심 지역의 기온이 주변 교외 지역보다 더 높게 나타나는 현상은 무엇인가요?","온실 효과","열섬 현상","백화 현상","사막화 현상","열섬 현상","등온선을 그렸을 때 도심의 기온 분포가 바다에 떠 있는 섬의 모양과 비슷하다고 하여 도심 열섬 현상이라 부른다."
"mcq","기후변화로 인해 바닷물의 온도가 상승하면서, 산호초에 영양을 공급하던 조류가 떠나 산호가 하얗게 색을 잃고 죽어가는 현상은 무엇인가요?","갯녹음 현상","산호 백화 현상","적조 현상","용승 현상","산호 백화 현상","산호 백화 현상은 해양 생태계의 기초를 무너뜨려 수많은 해양 생물의 서식지를 파괴한다."
"mcq","야생동식물의 무분별한 포획을 막고 멸종 위기에 처한 야생 동식물의 국제적인 거래를 엄격하게 규제하기 위한 국제 협약은 무엇인가요?","바젤 협약","런던 협약","CITES(사이테스) 협약","람사르 협약","CITES(사이테스) 협약","CITES는 멸종 위기종을 보호하여 지구 생태계의 생물 다양성을 유지하기 위한 핵심 협약이다."
"mcq","기후위기의 심각성을 알리고 온실가스 감축의 필요성을 알리기 위해 매년 3월 세계자연기금(WWF) 주도로 1시간 동안 전등을 끄는 세계적인 캠페인은 무엇인가요?","어스 아워 (Earth Hour)","지구의 날","환경의 날","플로깅","어스 아워 (Earth Hour)","어스 아워 캠페인에는 전 세계 주요 랜드마크와 기업, 개인들이 참여하여 불을 끄고 지구에 휴식을 준다."
"mcq","밤(18:01~익일 09:00)의 최저기온이 25℃ 이상으로 유지되어 너무 더워서 수면을 방해할 정도의 무더운 밤을 일컫는 기상 용어는 무엇인가요?","백야","한대야","폭염","열대야","열대야","최근 기후변화로 인해 여름철 우리나라의 폭염 일수와 열대야 일수가 뚜렷하게 증가하고 있다."
"mcq","지구를 둘러싸고 있는 대기(공기) 중에서 가장 많은 비율(약 78%)을 차지하고 있는 기체는 무엇인가요?","산소","이산화탄소","질소","아르곤","질소","대기는 질소(약 78%), 산소(약 21%), 아르곤(0.9%), 이산화탄소(0.04% 수준) 등으로 구성되어 있다."
"mcq","여름철 우리나라에 덥고 습한 날씨를 유발하며, 북태평양에서 발달하여 무더위와 폭염을 몰고 오는 이 기단은 무엇인가요?","시베리아 기단","북태평양 기단","오호츠크해 기단","적도 기단","북태평양 기단","북태평양 기단의 세력이 강해지면 장마가 끝나고 본격적인 한여름 무더위와 열대야가 시작된다."
"ox","온난화로 인해 북극의 빙하가 빠르게 녹으면, 북극에 주로 서식하는 펭귄의 서식지가 파괴되어 멸종 위기에 처하게 된다.","O","X","","","X","펭귄은 남반구인 남극 대륙 주변에 서식하며, 북극의 얼음 위에서 살아가는 동물의 대표적인 예는 북극곰이다."
"ox","지열 에너지는 땅속 깊은 곳의 뜨거운 열을 이용하여 전기를 생산하거나 난방에 사용하는 친환경적인 신재생 에너지이다.","O","X","","","O","화산 지대나 온천이 발달한 국가에서 활발히 사용되며, 온실가스 배출이 없어 탄소중립에 기여한다."
"ox","자동차의 급출발과 급제동을 피하고 경제 속도를 지키는 친환경 운전(에코 드라이브)은 온실가스 감축뿐만 아니라 연료비 절약에도 효과적이다.","O","X","","","O","작은 운전 습관의 변화만으로도 자동차 배기가스를 크게 줄이고 안전사고 위험도 낮출 수 있다."
"mcq","대기 중의 수증기가 엉겨 물방울이 되어 떨어지는 기상 현상 중에서, 강한 상승기류를 타고 얼음 알갱이가 커져서 지상으로 떨어지는 것은 무엇인가요?","비","우박","눈","이슬","우박","우박은 주로 대기가 불안정한 한여름에 높게 발달한 적란운에서 돌풍, 천둥 번개와 함께 내린다."
"mcq","우리나라 4계절 기후 특성에 대한 설명 중 가장 적절한 것은 무엇일까요?","겨울은 북태평양 기단의 영향을 받는다.","봄에는 주로 북동풍이 분다.","가을은 시베리아 고기압이 가장 강한 계절이다.","여름은 고온 다습한 북태평양 고기압의 영향을 받는다.","여름은 고온 다습한 북태평양 고기압의 영향을 받는다.","우리나라 여름은 북태평양 고기압의 영향으로 덥고 습한 날씨가 지속되며 남동 계절풍이 분다."
"short","인간 활동에 의한 온실가스 배출을 최대한 줄이고, 남은 온실가스는 산림 등을 통해 흡수하여 실질적인 순 배출량을 0(Zero)으로 만드는 개념을 무엇이라 하나요?","","","","","탄소중립","전 세계 주요 국가들은 기후 재앙을 막기 위해 2050년까지 탄소중립(Net-Zero)을 달성하겠다고 선언했다."
"short","대기 중에 떠 있는 미세한 고체나 액체 입자를 통틀어 부르는 말로, 화산 폭발이나 화석연료 연소 시 발생하며 기후를 일시적으로 냉각시키기도 하는 것은 무엇인가요?","","","","","에어로졸","에어로졸은 구름 생성 시 수증기가 뭉치는 응결핵 역할을 하며 대기 중 햇빛을 산란시킨다."
"short","겨울철에 찬 대륙성 고기압(시베리아 고기압)이 갑자기 확장하면서 북서풍이 강하게 불고 기온이 급격하게 뚝 떨어지는 기상 현상을 무엇이라 하나요?","","","","","한파","기상청은 아침 최저기온이 전날보다 크게 떨어지거나 평년보다 매우 낮을 것으로 예상될 때 한파 특보를 발표한다."
"short","어떤 물체의 표면이 태양빛을 반사하는 비율을 가리키는 과학 용어로, 빙하가 녹아 줄어들면 이 수치가 낮아져 지구 온난화가 더욱 가속됩니다. 이 단어는 무엇인가요?","","","","","알베도","흰색 얼음은 알베도가 높아 빛을 잘 반사하지만, 짙은 색의 흙이나 바다는 알베도가 낮아 태양열을 듬뿍 흡수한다."
"short","비가 오거나 구름이 많은 날씨를 알려주는 기상 예보에서 내일 비가 올 확률을 나타낼 때 주로 사용하는 단위 기호는 무엇인가요?","","","","","%","강수 확률 70%는 과거 같은 기상 조건이었을 때 100번 중 70번 비가 왔다는 의미를 백분율(%)로 나타낸 것이다."
"short","대륙과 바다가 열을 받고 식는 속도의 차이(비열 차이)로 인해, 1년을 주기로 여름과 겨울에 풍향이 서로 반대 방향으로 크게 바뀌어 부는 바람을 무엇이라 하나요?","","","","","계절풍","우리나라는 여름철에는 바다에서 부는 남동 계절풍이, 겨울철에는 대륙에서 부는 북서 계절풍이 탁월하게 분다."
"short","기후변화로 인한 전 지구적 해수면 상승의 두 가지 주요 원인 중 하나는 빙하가 녹는 것이고, 다른 하나는 바닷물의 온도가 올라가면서 부피 자체가 늘어나는 현상입니다. 이 현상은 무엇인가요?","","","","","해수 열팽창","액체인 바닷물은 온도가 올라가면 분자 운동이 활발해져 부피가 늘어나게 되며, 해수면을 높이는 주된 원인이다."
"short","공장 굴뚝이나 자동차 배기구에서 배출된 질소산화물과 황산화물이 대기 중의 수증기와 결합하여 pH 5.6 이하의 산성이 강한 상태로 내리는 비를 무엇이라 하나요?","","","","","산성비","산성비는 식물의 잎을 손상시키고 토양과 호수를 산성화시켜 생태계를 파괴하며 철제나 대리석 건축물을 부식시킨다."
"short","적도 부근의 열대 해상에서 발생하여 발달하는 강력한 저기압으로, 강풍과 폭우를 동반하여 늦여름에서 가을철 사이 우리나라에 큰 비바람 피해를 주는 것은 무엇인가요?","","","","","태풍","태풍은 적도 부근의 남는 열에너지를 고위도로 이동시켜 지구의 온도 균형을 맞추는 유익한 역할도 한다."
"short","단순히 버려지는 물건을 재활용하는 것을 넘어, 쓰레기에 새로운 아이디어와 디자인을 더해 기존 제품보다 더 높은 가치를 지닌 새로운 제품으로 재탄생시키는 것을 의미하는 단어는 무엇인가요?","","","","","새활용","버려진 소방 호스로 튼튼한 가방을 만들거나, 폐타이어로 신발 밑창을 만드는 것이 새활용(업사이클링)의 좋은 예다."
"ox","폭우로 인해 산의 흙과 돌이 빗물과 함께 무너져 내리는 산사태는 나무가 많고 숲이 울창한 산일수록 훨씬 더 자주 발생한다.","O","X","","","X","나무의 깊은 뿌리는 흙을 꽉 움켜쥐는 역할을 하므로, 숲이 울창할수록 산사태 예방 효과가 훨씬 크다."
"ox","대기 중에서 발생하는 천둥소리는 번개가 칠 때 발생하는 엄청난 열 때문에 주변 공기가 급격히 팽창하면서 나는 소리이다.","O","X","","","O","번개가 지날 때의 온도는 태양 표면 온도보다 높아 주변 공기가 폭발적으로 팽창하며 쾅 하는 천둥소리를 낸다."
"ox","안개는 지표면 가까이에서 수증기가 응결하여 떠 있는 현상이며, 구름은 하늘 높은 곳에서 수증기가 응결하여 떠 있는 현상으로 발생 고도에 따라 구분한다.","O","X","","","O","안개와 구름은 생성 원리와 성분이 물방울(또는 얼음결정)로 같지만, 떠 있는 위치가 지표면인지 높은 하늘인지에 따라 이름이 다르다."
"mcq","강과 바다가 만나는 곳에 넓게 형성되어 있으며, 밀물과 썰물에 의해 바닷물이 들고 나며 다양한 생물들이 서식하여 자연의 콩팥이라 불리는 이곳은 어디인가요?","사막","갯벌","빙하","고산지대","갯벌","갯벌은 오염물질을 정화하는 능력이 뛰어나며, 최근에는 엄청난 양의 탄소를 저장하는 블루 카본으로 주목받고 있다."
"mcq","에너지를 효율적으로 사용하여 온실가스 배출을 줄이기 위해 건축물을 지을 때 단열재 등을 활용하여 에너지가 밖으로 새어나가는 것을 최소화한 집을 무엇이라 부르나요?","온실 하우스","패시브 하우스","스마트 팜","비닐 하우스","패시브 하우스","첨단 단열 공법으로 에너지 낭비를 최소화하고 에너지를 자급자족하는 친환경 주택으로 에너지 제로 하우스라고도 한다."
"mcq","지구온난화의 영향으로 우리나라 주변 바다의 표층 수온이 상승하면서 나타나는 현상으로 가장 적절한 것은 무엇인가요?","난류성 어종의 어획량 감소","한류성 어종의 서식지 남하","아열대성 독성 해파리의 잦은 출현","겨울철 바다 결빙 면적의 급격한 증가","아열대성 독성 해파리의 잦은 출현","수온이 높아지면서 과거에는 볼 수 없었던 열대/아열대성 어종과 해파리가 우리 바다에 정착하고 명태 같은 한류성 어종은 자취를 감추고 있다."
"short","태양광선 중에서 살균 작용을 하지만, 오존층이 파괴되어 지표면에 너무 많이 도달하면 피부암이나 백내장 등을 유발하여 인체에 해를 끼치는 빛의 이름은 무엇인가요?","","","","","자외선","여름철 외출 시 자외선 차단제를 바르는 이유는 피부 노화와 질병을 유발하는 자외선으로부터 피부를 보호하기 위해서이다."
"short","일기예보에서 강우량(비가 내린 양)을 측정할 때 사용하는 기본 단위 기호는 무엇인가요?","","","","","mm","우량계를 통해 평평한 곳에 비가 고인 깊이를 밀리미터 단위로 측정하여 강수량을 발표한다."
"short","지구 표면의 약 70%를 덮고 있으며, 막대한 열을 저장하고 해류를 통해 전 지구로 열을 순환시켜 지구의 기후를 일정하게 조절해 주는 거대한 물의 저장고는 어디인가요?","","","","","바다","바다는 대기 중의 이산화탄소를 흡수하고 지구 전체의 열 균형을 맞춰주는 기후 시스템의 심장 역할을 한다."
"short","사용하지 않는 컴퓨터, TV 등의 전원 코드를 뽑지 않고 꽂아두기만 해도 몰래 새어나가며 낭비되는 전력을 무엇이라고 부르나요?","","","","","대기전력","전체 가정 전력 소비량의 약 10%가 대기전력으로 낭비되므로, 멀티탭 전원을 끄는 습관이 온실가스 감축에 도움이 된다."
"short","태양복사에너지 중 자외선 C는 성층권에서 대부분 흡수되어, 지표에는 자외선 A와 B가 도달한다. 이중 상대적으로 긴 파장으로, 90% 이상이 지표에 도달하며, 유리창을 통과하고 장기간 노출 시 주름과 피부 노화에 영향을 주는 것은 무엇일까요?[cite: 2]","","","","","자외선 A","315-400mm 파장의 자외선으로 오존층에 흡수되지 않고 대부분 지표에 도달한다.[cite: 2]"
"short","독일의 기후학자인 이 사람은 1884년, 세계의 식생 분포에 맞춰 최초로 기후분류를 구분했다. 그 후 1918년 기후분류를 개량해, 연평균기온과 강수량을 중심으로 세계의 기후를 12개로 구분하였는데 오늘날 널리 이용되고 있다. 이 사람은 누구일까요?[cite: 2]","","","","","쾨펜","독일의 기상학자인 쾨펜은 1918년, 연평균기온과 강수량을 중심으로 세계의 기후를 12개로 구분하여 기후 분포도를 제작하였다.[cite: 2]"
"short","적도 동태평양에서의 바람과 해수면 온도의 불규칙적인 주기로 변동하며, 열대 및 아열대 광범위한 지역의 기후에 영향을 주는 현상을 무엇이라 할까요?[cite: 2]","","","","","엘니뇨 남방진동(ENSO)","적도 태평양 해수면 온도의 이상 상승 현상인 엘니뇨와 동태평양과 서태평양의 해수면 기압 크기가 서로 번갈아 진동하는 현상인 남방진동의 합성어이다.[cite: 2]"
"short","1820년대 프랑스의 유명한 수학자이자 물리학자였던 '장 바티스트 조제프 푸리에'는 지구의 표면 온도가 따뜻하게 유지될 수 있는 것은, 대기가 ( )과 같은 역할을 하기 때문이라고 하였다. 괄호 안에 들어갈 말은?[cite: 2]","","","","","온실","대기가 온실과 같은 역할을 하기 때문에 지구가 따뜻하게 유지될 수 있다고 하여 '온실효과'라는 말을 처음 사용하였다.[cite: 2]"
"short","이 물질은 공기 중에 부유하는 고체 또는 액체 상태의 입자로 황사, 화산재, 해염 같은 자연적 요인과 도시·산업시설 배출, 소각, 자동차 등의 인위적 요인에 의해 발생한다. 대기 중에 부유하여 지표면으로 들어오는 태양복사에너지를 차단 또는 흡수하거나, 구름 형성과 물리 특성을 변화시키면서 기후변화에 영향을 미치는 이 물질은 무엇일까요?[cite: 2]","","","","","에어로졸","태양에너지를 흡수 산란시켜 대기질 및 기후변화에 영향을 미친다. 구름 및 강수와 관련된 물리 과정에 관여함으로써 간접적인 기후변화 효과를 야기하기도 한다.[cite: 2]"
"short","공기의 밀도와 온도에 따라 변하는 값으로 단위 면적(1㎡) 당 공기가 누르는 힘을 나타내는 용어는 무엇일까요?[cite: 2]","","","","","기압","단위 면적(1㎡)에 작용하는 공기의 무게에 의한 압력을 기압(대기압)이라고 한다.[cite: 2]"
"short","기후변화가 극단적인 날씨뿐만 아니라 물 부족, 식량 부족, 생태계 붕괴 등 인류 문명에 회복할 수 없는 위험을 초래하여 획기적인 온실가스 감축이 필요한 상태는 무엇일까요?[cite: 2]","","","","","기후위기","기후위기란 기후변화가 극단적인 날씨뿐만 아니라 물 부족, 식량 부족, 해양 산성화, 해수면 상승, 생태계 붕괴 등 인류 문명에 회복할 수 없는 위험을 불러오기 때문에 획기적인 온실가스 감축이 필요한 상태를 말한다.[cite: 2]"
"short","대기 중 온실가스 농도 증가를 막기 위해 인간 활동에 의한 배출량을 감소시키고, 흡수량을 증대하여 순배출량이 '0'이 되는 것으로 '넷제로(Net-Zero)'라고도 부르는 이 용어는 무엇일까요?[cite: 2]","","","","","탄소중립","대기 중에 배출 방출 또는 누출되는 온실가스의 양에서 온실가스 흡수의 양을 상쇄한 순배출량이 0이 되는 상태를 말한다.[cite: 2]"
"short","( )이란 평균 이하의 강수량으로 인해 어느 지역의 물 부족이 장기화되는 현상으로 판단 기준에 의해 기상학적·농업적·수문학적·사회경제적 ( )으로 분류할 수 있다. 괄호 안에 들어갈 말은?[cite: 2]","","","","","가뭄","가뭄이란 평균 이하의 강수량으로 인해 어느 지역의 물 부족이 장기화되는 현상으로 기상학적·농업적·수문학적·사회경제적 가뭄으로 분류할 수 있다.[cite: 2]"
"short","( )는 보통 비가 온 뒤 하늘에서 태양이 위치한 반대편에 나타나는 것으로 아름다운 색채를 띤 원호 모양을 이룬다. 이와 관련된 일기 속담으로 '아침 ( ) 비올 징조, 저녁 ( )는 맑을 징조'가 있다. 괄호 안에 들어갈 말은?[cite: 2]","","","","","무지개","대기 중 수증기에 의해 태양 광선이 굴절, 반사, 분산 되면서 나타나는 기상학적 현상이다. 하늘에서 태양이 위치한 반대편에 형성된다.[cite: 2]"
"short","기후위기가 심화되면서 ( )이라는 단어가 점점 더 자주 들려오고 있다. 갑작스럽거나 급격하게 진행된 기후변화로 생활이나 생활환경에 위협을 받아 일시적, 혹은 영구적으로 살던 곳을 떠나 국내나 국외로 이주해야 하는 사람을 일컫는 이것은 무엇일까요?[cite: 2]","","","","","기후난민","기후변화로 인해 식량과 물 등 필수 자원이 부족해지게 되면서 특히 가난한 나라에 영향을 미치고, 정치적인 혼란과 국가 불안을 발생시켜 결국 대규모 이주가 벌어지게 된다.[cite: 2]"
"short","과거 수십만 년 동안 지구가 겪어온 기후변화에 대해 생생한 기록들이 그대로 보존되어 있어, 지구의 환경 변화에 대한 많은 정보를 제공하고 있으며, 나무의 나이테와 같은 역할을 하는 '냉동 타임캡슐'이라고도 하는 것은 무엇일까요?[cite: 2]","","","","","빙하","빙하가 차지하는 면적은 현재 약 1억 5,000만㎢로 전 육지의 10%에 해당한다. 이 중 98%는 남극대륙과 그린란드에 존재한다.[cite: 2]"
"short","무지개는 햇빛이 공기 중의 ( )에 의해 굴절되고 반사되어 만들어진다. 괄호 안에 들어갈 말은?[cite: 2]","","","","","물방울","무지개는 햇빛이 공기 중의 물방울에 들어갔다가 굴절되고, 다시 반사된 후 나올 때 다시 굴절되면서 여러 색으로 나뉘어 보이는 현상이다.[cite: 2]"
"short","기온이나 습도 등을 재기 위해 최고 온도계, 최저 온도계, 자기 온도계, 습도계 등을 부착하여 실외에 설치한 작은 집 모양의 나무 상자는 무엇일까요?[cite: 2]","","","","","백엽상","직접 햇빛을 받지 않고 비나 눈을 맞지 않으며, 바람이 잘 통하도록 사방의 벽을 겹비늘 모양으로 만들어야 하며 햇볕을 흡수하지 않도록 겉에는 흰색 페인트를 칠해 놓는다.[cite: 2]"
"short","도시의 기온이 주변 교외 지역보다 높게 나타나는 현상으로 도시의 건물과 도로가 낮 동안 태양열을 흡수했다가 밤에 방출하면서 발생한다. 이것은 어떤 현상인가요?[cite: 2]","","","","","열섬 현상","도시와 주변 지역의 온도를 연결하는 등온선을 그릴 경우, 그 모양이 마치 섬의 등고선과 비슷하게 나타난다고 해서 높은 기온이 나타나는 도시의 중심부를 '열섬'이라고 부른다.[cite: 2]"
"short","기후를 판단할 때 기준이 되는 기간은 일반적으로 몇 년인가요?[cite: 2]","","","","","30년","세계기상기구(WMO) 기준으로 최근 30년간의 평균값을 사용하여 기후를 평가한다. 이는 기후의 변동성과 장기적인 경향을 반영하기 위한 것이다.[cite: 2]"
"short","현재 지구상에 빙하가 없는 유일한 대륙은 무엇일까요?[cite: 2]","","","","","오스트레일리아 대륙","오스트레일리아(호주) 본토에는 현재 빙하가 없다. 과거에는 있었으나, 지금은 남극, 남아메리카, 아시아, 유럽, 북아메리카, 아프리카에는 모두 빙하가 있다.[cite: 2]"
"short","기후 시스템을 움직이는 에너지의 99.98%는 어디에서 공급되나요?[cite: 2]","","","","","태양","기후 시스템에 필요한 에너지의 대부분은 태양에서 오며, 지구 내부와 지표에서 오는 에너지는 매우 적은 비율을 차지한다.[cite: 2]"
"short","기상청은 여름철 폭염으로 인한 피해를 줄이기 위해 폭염 영향 예보를 문자로 제공하는 서비스를 운영하고 있다. 이 서비스를 폭염 영향 예보 ( ) 서비스라고 한다. 괄호 안에 들어갈 말은 무엇일까요?[cite: 2]","","","","","직접 전달","관심 지역에 피해가 우려되는 수준의 폭염(폭염 영향예보 보건 분야 주의단계 이상)이 예상되면 기상청이 직접 문자를 보내는 서비스이다.[cite: 2]"
"short","기후 문제를 '숫자로 보이는 탄소 수치'에 집착하여 오직 이산화탄소배출만의 문제로 보는 좁은 시각을 일컫는 용어는 무엇일까요?[cite: 2]","","","","","탄소 터널 시야","탄소 배출량을 줄이는 데에만 집중하고 그 외의 복합적인 요소인 생물 다양성, 불평등, 토지이용, 자원 고갈 등의 요소들을 중요하게 생각하지 않는 경향을 비판할 때 이용된다.[cite: 2]"
